book_id,authors,title,Genres
839,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",The Merchant of Venice,Romance;Comedy
840,James Clavell,Shōgun,History;Fiction
841,J.R. Ward,"Lover Awakened (Black Dagger Brotherhood, #3)",Romance;Fantasy;Fiction
842,Sarah J. Maas,A Court of Thorns and Roses,Fantasy;Fiction
843,E.L. James,Fifty Shades Trilogy,Erotic;Romance
844,"Bill Martin Jr., John Archambault, Lois Ehlert",Chicka Chicka Boom Boom,Kids
845,Raina Telgemeier,Smile,Biography
846,"George Orwell, Christopher Hitchens", Animal Farm & 1984,Comedy;Drama
847,Jacquelyn Mitchard,The Deep End of the Ocean,Fiction
848,Amy Tan,The Bonesetter's Daughter,Fiction
849,Louise Rennison,"Angus, Thongs and Full-Frontal Snogging",Young-Age;Comedy
850,Robin Sloan,Mr. Penumbra's 24-Hour Bookstore,Fiction
851,V.C. Andrews,Flowers in the Attic,Drama;Fiction
852,"Paul Kalanithi, Abraham Verghese",When Breath Becomes Air,Biography
853,Jerry Spinelli,Maniac Magee,Young-Age;Kids
854,Chuck Palahniuk,Invisible Monsters,Comedy;Fiction
855,William Shakespeare,"Twelfth Night; or, What You Will",Comedy;Drama
856,Lois Lowry,Gathering Blue,Young-Age
857,Ellen Raskin,The Westing Game,Thriller;Fiction
858,Pierce Brown,Red Rising,SciFi
859,Brent Weeks,The Way of Shadows,Fantasy
860,Barbara Kingsolver,The Bean Trees,Comedy;Kids;Fiction
861,Jamie McGuire,Walking Disaster,Romance;Fiction
862,Brandon Sanderson,Words of Radiance,Fantasy
863,"Sam McBratney, Anita Jeram",Guess How Much I Love You,Kids;Young-Age
864,Diana Gabaldon,The Fiery Cross,History;Fiction
865,"Stephen King, John D. MacDonald",Night Shift,Horror
866,Peter Benchley,Jaws,Thriller
867,Nicole Krauss,The History of Love,History;Fiction
868,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",Pippi Långstrump,Kids
869,"Muriel Barbery, Alison Anderson",L'élégance du hérisson,Fiction
870,"Doris Kearns Goodwin, Suzanne Toren",Team of Rivals: The Political Genius of Abraham Lincoln,Biography
871,Charlaine Harris,Dead in the Family,Fantasy
872,"Albert Camus, Stuart Gilbert",La peste,Self-Help;Fiction
873,"Lemony Snicket, Brett Helquist",The Reptile Room,Comedy;Fiction
874,Susannah Cahalan,Brain on Fire,Biography
875,Melissa Marr,Wicked Lovely ,Young-Age;Fantasy
876,H.A. Rey,Curious George,Kids
877,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",Die unendliche Geschichte,Fantasy;Classic
878,Sylvia Nasar,A Beautiful Mind,Biography
879,"Upton Sinclair, Earl Lee, Kathleen DeGrave",The Jungle,Fiction
880,Kelley Armstrong,The Summoning,Horror;Romance;Fiction
881,Oliver Sacks,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,History
882,Ken Follett,Storm Island,Thriller;Fiction
883,Margaret Atwood,The Blind Assassin,History;Thriller;Fiction
884,Ransom Riggs,Hollow City,Young-Age;Horror;Fantasy
885,Andre Dubus III,House of Sand and Fog,Fiction
886,M.R. Carey,The Girl with All the Gifts,Horror;SciFi
887,William Faulkner,As I Lay Dying,Comedy
888,Crockett Johnson,Harold and the Purple Crayon,Kids
889,J.R. Ward,"Lover Eternal (Black Dagger Brotherhood, #2)",Romance;Fantasy;Fiction
890,Isaac Asimov,Second Foundation,SciFi
891,Jim Butcher,Fool Moon ,SciFi;Fantasy
892,Malcolm Gladwell,David and Goliath,Self-Help
893,"Hiromu Arakawa, Akira Watanabe",鋼の錬金術師 1,SciFi;Fantasy
894,Terry Pratchett,Guards! Guards!,Fantasy
895,Joan Didion,The Year of Magical Thinking,Biography
896,Lionel Shriver,We Need to Talk About Kevin,Fiction
897,Arthur C. Clarke,Rendezvous with Rama,SciFi
898,Anne Rice,The Queen of the Damned,Horror
899,"Edith Wharton, Maureen Howard",The Age of Innocence,Romance;Fiction
900,Richard Dawkins,The Selfish Gene,SciFi
901,Geraldine Brooks,Year of Wonders: A Novel of the Plague,History;Fiction
902,Michael Connelly,The Black Echo,Crime
903,Ayn Rand,Anthem,SciFi
904,Sylvain Reynard,Gabriel's Inferno,Romance
905,"Judi Barrett, Ron Barrett",Cloudy with a Chance of Meatballs,Fantasy
906,Helen Simonson,Major Pettigrew's Last Stand,Romance;Fiction
907,Nora Roberts,Vision in White,Romance
908,Jodi Picoult,The Tenth Circle,Drama
909,Rick Riordan,The Throne of Fire,Fantasy
910,John Scalzi,Old Man's War,SciFi
911,Stephen King,Gerald's Game,Psychological;Horror;Thriller
912,Janet Evanovich,Two for the Dough,Crime
913,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",The Joy of Cooking,Academic;Self-Help
914,Joe Haldeman,The Forever War,SciFi
915,"Stephen King, Bettina Blanch Tyroller",Insomnia,Horror;Fantasy
916,Azar Nafisi,Reading Lolita in Tehran: A Memoir in Books,Biography
917,Joe Abercrombie,The Blade Itself,Crime
918,Eoin Colfer,The Arctic Incident,Kids;Fantasy
919,Annie Proulx,The Shipping News,Fiction
920,"Marie Kondō, Cathy Hirano",人生がときめく片づけの魔法,Self-Help
921,"Jennifer Niven, فرانک معنوی",All the Bright Places,Young-Age
922,Kathy Reichs,Déjà Dead,Crime
923,Michael Scott,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,Fantasy;Thriller;Fiction
924,Jeffrey Eugenides,The Marriage Plot,Fiction
925,"Isabel Allende, Margaret Sayers Peden",Hija de la fortuna,Romance;History;Fiction
926,Jessica Knoll,Luckiest Girl Alive,Fantasy;Thriller
927,Ellen Hopkins,"Crank (Crank, #1)",Young-Age
928,Maggie Stiefvater,The Raven Boys,Young-Age;Fantasy;Fiction
929,Richard Matheson,I Am Legend and Other Stories,SciFi;Horror;Fantasy
930,Elizabeth Strout,Olive Kitteridge,Fiction
931,"Lena Dunham, Joana Avillez",Not that Kind of Girl,Biography
932,James C. Collins,Good to Great: Why Some Companies Make the Leap... and Others Don't,Self-Help
933,Kristin Cashore,Fire,Fantasy
934,Samuel Beckett,En attendant Godot,Comedy;Drama
935,Jack London,White Fang,Fiction
936,"Stephen King, Bernie Wrightson",Wolves of the Calla,Fantasy;Horror;SciFi
937,Philip Pullman,His Dark Materials,Young-Age;Fantasy
938,J.A. Redmerski,The Edge of Never,Erotic;Romance;Fiction
939,Kimberly McCreight,Reconstructing Amelia,Psychological;Thriller
940,Jojo Moyes,The One Plus One,Romance;Fiction
941,Michael Cunningham,The Hours,Drama;Psychological
942,Alice Clayton,Wallbanger,Romance
943,David Sedaris,Holidays on Ice,Academic
944,Stephen King,Desperation,Horror
945,Lauren Kate,Passion,Young-Age;Fantasy;Romance
946,James Dashner,The Kill Order,Young-Age;SciFi
947,Susan Ee,Angelfall,Young-Age;Romance
948,Richard Russo,Empire Falls,Fiction
949,Robert Jordan,The Fires of Heaven,Fantasy
950,Jandy Nelson,I'll Give You the Sun,Young-Age
951,Chuck Palahniuk,Survivor,Comedy;Drama
952,Sophie Kinsella,Shopaholic and Baby,Comedy
953,Stephen King,The Dark Tower,Fantasy;SciFi;Horror
954,Catherine Hardwicke,Twilight Director's Notebook,Biography
955,Sophie Kinsella,Shopaholic Abroad,Comedy;Romance;Fiction
956,Richard Feynman,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character",Biography
957,Maggie Stiefvater,Linger,Fiction
958,L.M. Montgomery,The Complete Anne of Green Gables Boxed Set,Kids;Fiction
959,"James Joyce, Seamus Deane",A Portrait of the Artist as a Young Man,Fiction
960,"Robert Jordan, Brandon Sanderson",The Gathering Storm,Fantasy
961,"George Eliot, Michel Faber",Middlemarch,Classic;Fiction
962,Colleen Hoover,Point of Retreat,Romance;Fiction
963,John Grisham,The Partner,Thriller
964,J.R.R. Tolkien,The Hobbit and The Lord of the Rings,Fantasy;Drama;Young-Age
965,S.C. Stephens,Thoughtless,Romance;Fiction
966,Scott Turow,Presumed Innocent,Thriller;Crime
967,Stephen King,The Dark Half,Psychological;Horror
968,Stacy Schiff,Cleopatra: A Life,Biography
969,Thomas L. Friedman,The World Is Flat: A Brief History of the Twenty-first Century,History
970,Brandon Sanderson,Steelheart,SciFi;Fantasy
971,"Marcus Pfister, J. Alison James",The Rainbow Fish,Kids
972,Jules Verne,Voyage au centre de la Terre,SciFi
973,Gretchen Rubin,The Happiness Project,Self-Help;Biography
974,Philip K. Dick,The Man in the High Castle,History;Fantasy;Fiction
975,"Vincent Bugliosi, Curt Gentry",Helter Skelter: The True Story of The Manson Murders,Crime
976,"Robert Kapilow, Dr. Seuss",Green Eggs and Ham,Kids
977,"Dante Alighieri, Anthony M. Esolen",Inferno,Thriller;Fiction
978,Deborah Harkness,Shadow of Night,Fantasy;Romance
979,Jodi Picoult,Leaving Time,Thriller;Fiction
980,Patricia Briggs,Moon Called,Fantasy;Fiction
981,Melissa de la Cruz,Blue Bloods,Fantasy
982,Caleb Carr,The Alienist,Crime;History
983,Ta-Nehisi Coates,Between the World and Me,Biography
984,"John Milton, John      Leonard",Paradise Lost,Poetry
985,Michael   Lewis,The Big Short: Inside the Doomsday Machine,Academic
986,Stephen King,The Girl Who Loved Tom Gordon,Horror
987,"Patrick Ness, Jim Kay, Siobhan Dowd", A Monster Calls ,Kids;Fantasy
988,"Robert Jordan, Brandon Sanderson",Towers of Midnight,Fantasy
989,Frederick Forsyth,The Day of the Jackal,Thriller;Fiction;History;Fiction
990,"Jason Fried, David Heinemeier Hansson",Rework,Self-Help
991,Rainbow Rowell,Attachments,Romance;Fiction
992,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",The Twilight Saga,Fantasy;Young-Age;Romance
993,Carol Rifka Brunt,Tell the Wolves I'm Home,Romance;Fiction
994,James Herriot,All Creatures Great And Small,Biography;Fiction
995,Michelle Hodkin,The Unbecoming of Mara Dyer,Fiction
996,Janet Evanovich,Three to Get Deadly,Crime
997,Emmuska Orczy,The Scarlet Pimpernel,History;Fiction
998,"Jon Stone, Michael J. Smollin",The Monster at the End of This Book,Fiction;Kids
999,Judy Blume,Tales of a Fourth Grade Nothing,Kids
